CMDLINE python3 src/__main__.py --json_file files/review_large.json --xml_train files/train.xml --xml_test files/test.xml -n 3000
MEM 0.046875 1715898910.9155
MEM 13.265625 1715898911.0207
MEM 13.265625 1715898911.1258
MEM 13.421875 1715898911.2310
MEM 14.609375 1715898911.3362
MEM 17.734375 1715898911.4386
MEM 26.312500 1715898911.5438
MEM 26.671875 1715898911.6490
MEM 27.750000 1715898911.7542
MEM 28.031250 1715898911.8594
MEM 28.265625 1715898911.9625
MEM 28.359375 1715898912.0637
MEM 28.437500 1715898912.1689
MEM 28.484375 1715898912.2694
MEM 28.687500 1715898912.3746
MEM 28.734375 1715898912.4798
MEM 28.765625 1715898912.5850
MEM 28.828125 1715898912.6901
MEM 28.906250 1715898912.7953
MEM 28.921875 1715898912.9004
MEM 28.968750 1715898913.0056
MEM 28.984375 1715898913.1070
MEM 29.000000 1715898913.2122
MEM 29.000000 1715898913.3173
MEM 29.000000 1715898913.4226
MEM 29.000000 1715898913.5273
MEM 29.000000 1715898913.6326
MEM 29.000000 1715898913.7377
MEM 29.000000 1715898913.8429
MEM 29.000000 1715898913.9481
MEM 29.000000 1715898914.0532
MEM 29.000000 1715898914.1584
MEM 29.000000 1715898914.2636
MEM 29.000000 1715898914.3688
MEM 29.156250 1715898914.4739
MEM 29.156250 1715898914.5791
MEM 29.156250 1715898914.6795
MEM 29.156250 1715898914.7847
MEM 29.156250 1715898914.8899
MEM 29.156250 1715898914.9950
MEM 29.156250 1715898915.1002
MEM 29.156250 1715898915.2054
MEM 29.156250 1715898915.3106
MEM 29.156250 1715898915.4158
MEM 29.171875 1715898915.5210
MEM 29.171875 1715898915.6263
MEM 29.250000 1715898915.7271
MEM 29.250000 1715898915.8322
MEM 29.250000 1715898915.9373
MEM 29.265625 1715898916.0425
MEM 29.265625 1715898916.1477
MEM 29.265625 1715898916.2526
MEM 29.265625 1715898916.3577
MEM 29.265625 1715898916.4630
MEM 29.265625 1715898916.5681
MEM 29.265625 1715898916.6715
MEM 29.265625 1715898916.7766
MEM 29.265625 1715898916.8818
MEM 29.265625 1715898916.9869
MEM 29.265625 1715898917.0921
MEM 29.265625 1715898917.1972
MEM 29.281250 1715898917.3025
MEM 29.281250 1715898917.4076
